"hazard","time"
0.0758809233599328,47.70431211
0.0758809233599328,47.73716632
0.0771000857983359,47.86858316
0.0771000857983359,48.03285421
0.0771000857983359,48.06570842
0.0783580772433321,48.09856263
0.0783580772433321,48.3613963
0.0783580772433321,48.52566735
0.0783580772433321,48.59137577
0.0783580772433321,48.75564682
0.0783580772433321,48.82135524
0.0783580772433321,48.98562628
0.0783580772433321,49.21560575
0.0783580772433321,49.24845996
0.0783580772433321,49.34702259
0.0783580772433321,49.44558522
0.0797518809155272,49.70841889
0.0797518809155272,49.7412731
0.0797518809155272,49.83983573
0.0797518809155272,50.36550308
0.0797518809155272,50.4312115
0.0797518809155272,50.59548255
0.0797518809155272,50.75975359
0.0797518809155272,50.82546201
0.0797518809155272,50.89117043
0.0797518809155272,50.98973306
0.0797518809155272,51.35112936
0.0797518809155272,51.44969199
0.0797518809155272,51.51540041
0.0797518809155272,51.77823409
0.0797518809155272,51.84394251
0.0797518809155272,51.97535934
0.0797518809155272,52.10677618
0.0797518809155272,52.27104723
0.0797518809155272,52.43531828
0.0797518809155272,52.50102669
0.0797518809155272,52.59958932
0.0797518809155272,52.69815195
0.0797518809155272,52.89527721
0.0797518809155272,52.92813142
0.0797518809155272,52.99383984
0.0797518809155272,53.02669405
0.0797518809155272,53.15811088
0.0815030182199194,53.2238193
0.0815030182199194,53.42094456
0.0815030182199194,53.58521561
0.0815030182199194,53.61806982
0.0815030182199194,53.71663244
0.0815030182199194,53.74948665
0.0815030182199194,53.81519507
0.0815030182199194,54.04517454
0.0815030182199194,54.07802875
0.0815030182199194,54.11088296
0.0815030182199194,54.275154
0.0815030182199194,54.30800821
0.0815030182199194,54.50513347
0.0815030182199194,54.53798768
0.0815030182199194,54.57084189
0.0815030182199194,54.63655031
0.0815030182199194,54.73511294
0.0815030182199194,55.06365503
0.0815030182199194,55.16221766
0.0815030182199194,55.26078029
0.0815030182199194,55.72073922
0.0815030182199194,55.75359343
0.0815030182199194,55.81930185
0.0815030182199194,55.95071869
0.0815030182199194,56.0164271
0.0815030182199194,56.11498973
0.0815030182199194,56.14784394
0.0815030182199194,56.3449692
0.0815030182199194,56.41067762
0.0815030182199194,56.47638604
0.0815030182199194,56.57494867
0.0815030182199194,56.7063655
0.0815030182199194,56.83778234
0.0815030182199194,57.06776181
0.0815030182199194,57.16632444
0.0815030182199194,57.26488706
0.0815030182199194,57.29774127
0.0815030182199194,57.3963039
0.0815030182199194,57.49486653
0.0815030182199194,57.59342916
0.0815030182199194,57.724846
0.0815030182199194,57.75770021
0.0815030182199194,57.82340862
0.0815030182199194,57.95482546
0.0815030182199194,57.98767967
0.0815030182199194,58.18480493
0.0815030182199194,58.21765914
0.0815030182199194,58.25051335
0.0815030182199194,58.28336756
0.0815030182199194,58.31622177
0.0815030182199194,58.41478439
0.0815030182199194,58.48049281
0.0815030182199194,58.67761807
0.0815030182199194,58.74332649
0.0815030182199194,58.7761807
0.0815030182199194,58.90759754
0.0815030182199194,58.94045175
0.0815030182199194,59.03901437
0.0815030182199194,59.10472279
0.0815030182199194,59.137577
0.0815030182199194,59.17043121
0.0815030182199194,59.20328542
0.0815030182199194,59.36755647
0.0815030182199194,59.40041068
0.0815030182199194,59.56468172
0.0815030182199194,59.8275154
0.0815030182199194,60.02464066
0.0815030182199194,60.05749487
0.0815030182199194,60.09034908
0.0815030182199194,60.12320329
0.0815030182199194,60.25462012
0.0815030182199194,60.28747433
0.0815030182199194,60.32032854
0.0815030182199194,60.35318275
0.0815030182199194,60.55030801
0.0815030182199194,60.58316222
0.0815030182199194,60.61601643
0.0815030182199194,60.74743326
0.0815030182199194,60.78028747
0.0815030182199194,60.84599589
0.0815030182199194,61.01026694
0.0815030182199194,61.07597536
0.0815030182199194,61.2073922
0.0815030182199194,61.24024641
0.0815030182199194,61.40451745
0.0815030182199194,61.43737166
0.0815030182199194,61.47022587
0.0815030182199194,61.63449692
0.0815030182199194,61.66735113
0.0815030182199194,61.96303901
0.0815030182199194,62.35728953
0.0815030182199194,62.42299795
0.0815030182199194,62.58726899
0.0815030182199194,62.6201232
0.0815030182199194,62.65297741
0.0815030182199194,62.85010267
0.0815030182199194,63.04722793
0.0815030182199194,63.3100616
0.0815030182199194,63.50718686
0.0815030182199194,63.54004107
0.0815030182199194,63.70431211
0.0815030182199194,63.73716632
0.0815030182199194,63.96714579
0.0815030182199194,64.19712526
0.0815030182199194,64.42710472
0.0815030182199194,64.65708419
0.0815030182199194,64.72279261
0.0815030182199194,64.85420945
0.0815030182199194,64.88706366
0.0815030182199194,65.14989733
